parametre;valeur
debut;2026-08-25T16:15:31.959150
motif_arret;arrêt manuel
nombre_mesures;250
energie_totale_j;4.557732190432215e-12
simulation_activee;False
mcp3208_active;False
ble_actif;True
wifi_actif;False
lora_simulation_active;False
lora_reel_actif;False
