numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_dbm;canal;duree_estimee_us;timestamp_fin_s;intervalle_ms;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
757;1784205637.273077965;1157.171599;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784205637.273446083;540098.133;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
758;1784205637.304737091;1157.203258;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784205637.305105209;31.659;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
759;1784205638.565998077;1158.464519;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784205638.566366196;1261.261;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
760;1784205639.851246119;1159.749767;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784205639.851614237;1285.248;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
761;1784205639.869343996;1159.767865;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784205639.869712114;18.098;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
762;1784205641.130021095;1161.028542;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784205641.130389214;1260.677;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
763;1784205641.166922092;1161.065443;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784205641.167290211;36.901;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
764;1784205642.411161900;1162.309683;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784205642.411530018;1244.240;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
765;1784205642.437644005;1162.336165;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784205642.438012123;26.482;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
766;1784205643.686821938;1163.585343;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784205643.687190056;1249.178;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
