parametre;valeur
debut;2026-08-25T17:26:02.490086
motif_arret;condition d'arrêt atteinte
nombre_mesures;2110
energie_totale_j;1.7388663078398165e-05
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
