temps_s,mode,message,rssi_dbm,puissance_w,snr_db,energie_totale_j
36.45406413078308,Wi-Fi 2.4 GHz,"PAQUET,178,TAILLE,1,A",-36,2.5118864315095823e-07,,0.0013538396437358091
37.555325984954834,Wi-Fi 2.4 GHz,"PAQUET,180,TAILLE,1,A",-35,3.162277660168379e-07,,0.0013538396437358091
38.63425898551941,Wi-Fi 2.4 GHz,"PAQUET,181,TAILLE,10,HELLO WIFI",-36,2.5118864315095823e-07,,0.0013538396437358091
39.67229151725769,Wi-Fi 2.4 GHz,"PAQUET,182,TAILLE,1,A",-34,3.981071705534969e-07,,0.0013538396437358091
40.74335527420044,Wi-Fi 2.4 GHz,"PAQUET,183,TAILLE,10,HELLO WIFI",-33,5.011872336272725e-07,,0.0013538396437358091
41.80322074890137,Wi-Fi 2.4 GHz,"PAQUET,184,TAILLE,1,A",-32,6.30957344480193e-07,,0.0013538396437358091
42.9068546295166,Wi-Fi 2.4 GHz,"PAQUET,185,TAILLE,10,HELLO WIFI",-34,3.981071705534969e-07,,0.0013538396437358091
44.0345983505249,Wi-Fi 2.4 GHz,"PAQUET,186,TAILLE,1,A",-35,3.162277660168379e-07,,0.0013538396437358091
45.144410371780396,Wi-Fi 2.4 GHz,"PAQUET,187,TAILLE,10,HELLO WIFI",-39,1.2589254117941662e-07,,0.0013538396437358091
46.18492341041565,Wi-Fi 2.4 GHz,"PAQUET,188,TAILLE,1,A",-35,3.162277660168379e-07,,0.0013538396437358091
47.315980672836304,Wi-Fi 2.4 GHz,"PAQUET,189,TAILLE,10,HELLO WIFI",-49,1.2589254117941661e-08,,0.0013538396437358091
48.85901117324829,Wi-Fi 2.4 GHz,"PAQUET,190,TAILLE,1,A",-36,2.5118864315095823e-07,,0.0013538396437358091
50.06829333305359,Wi-Fi 2.4 GHz,"PAQUET,191,TAILLE,10,HELLO WIFI",-35,3.162277660168379e-07,,0.0013538396437358091
51.2985200881958,Wi-Fi 2.4 GHz,"PAQUET,192,TAILLE,1,A",-33,5.011872336272725e-07,,0.0013538396437358091
52.47318506240845,Wi-Fi 2.4 GHz,"PAQUET,193,TAILLE,10,HELLO WIFI",-33,5.011872336272725e-07,,0.0013538396437358091
53.63556933403015,Wi-Fi 2.4 GHz,"PAQUET,194,TAILLE,1,A",-33,5.011872336272725e-07,,0.0013538396437358091
54.82890200614929,Wi-Fi 2.4 GHz,"PAQUET,195,TAILLE,10,HELLO WIFI",-33,5.011872336272725e-07,,0.0013538396437358091
56.21726155281067,Wi-Fi 2.4 GHz,"PAQUET,196,TAILLE,1,A",-42,6.30957344480193e-08,,0.0013538396437358091
57.40552616119385,Wi-Fi 2.4 GHz,"PAQUET,197,TAILLE,10,HELLO WIFI",-37,1.9952623149688787e-07,,0.0013538396437358091
58.742361545562744,Wi-Fi 2.4 GHz,"PAQUET,198,TAILLE,1,A",-35,3.162277660168379e-07,,0.0013538396437358091
60.0591299533844,Wi-Fi 2.4 GHz,"PAQUET,199,TAILLE,10,HELLO WIFI",-34,3.981071705534969e-07,,0.0013538396437358091
61.35049557685852,Wi-Fi 2.4 GHz,"PAQUET,200,TAILLE,1,A",-33,5.011872336272725e-07,,0.0013538396437358091
62.67905020713806,Wi-Fi 2.4 GHz,"PAQUET,201,TAILLE,10,HELLO WIFI",-35,3.162277660168379e-07,,0.0013538396437358091
63.87456011772156,Wi-Fi 2.4 GHz,"PAQUET,202,TAILLE,1,A",-34,3.981071705534969e-07,,0.0013538396437358091
65.05165076255798,Wi-Fi 2.4 GHz,"PAQUET,203,TAILLE,10,HELLO WIFI",-33,5.011872336272725e-07,,0.0013538396437358091
66.25851058959961,Wi-Fi 2.4 GHz,"PAQUET,204,TAILLE,1,A",-33,5.011872336272725e-07,,0.0013538396437358091
67.43850064277649,Wi-Fi 2.4 GHz,"PAQUET,205,TAILLE,10,HELLO WIFI",-36,2.5118864315095823e-07,,0.0013538396437358091
68.7309730052948,Wi-Fi 2.4 GHz,"PAQUET,206,TAILLE,1,A",-34,3.981071705534969e-07,,0.0013538396437358091
70.18155264854431,Wi-Fi 2.4 GHz,"PAQUET,207,TAILLE,10,HELLO WIFI",-45,3.162277660168379e-08,,0.0013538396437358091
71.49280381202698,Wi-Fi 2.4 GHz,"PAQUET,208,TAILLE,1,A",-41,7.943282347242822e-08,,0.0013538396437358091
72.87720465660095,Wi-Fi 2.4 GHz,"PAQUET,209,TAILLE,10,HELLO WIFI",-46,2.511886431509582e-08,,0.0013538396437358091
74.7622218132019,Wi-Fi 2.4 GHz,"PAQUET,210,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
76.62593340873718,Wi-Fi 2.4 GHz,"PAQUET,211,TAILLE,10,HELLO WIFI",-38,1.584893192461114e-07,,0.0013538396437358091
78.48959755897522,Wi-Fi 2.4 GHz,"PAQUET,212,TAILLE,1,A",-41,7.943282347242822e-08,,0.0013538396437358091
80.21957516670227,Wi-Fi 2.4 GHz,"PAQUET,214,TAILLE,1,A",-31,7.943282347242822e-07,,0.0013538396437358091
81.88057255744934,Wi-Fi 2.4 GHz,"PAQUET,215,TAILLE,10,HELLO WIFI",-35,3.162277660168379e-07,,0.0013538396437358091
83.66693305969238,Wi-Fi 2.4 GHz,"PAQUET,216,TAILLE,1,A",-32,6.30957344480193e-07,,0.0013538396437358091
85.4594898223877,Wi-Fi 2.4 GHz,"PAQUET,217,TAILLE,10,HELLO WIFI",-32,6.30957344480193e-07,,0.0013538396437358091
87.161550283432,Wi-Fi 2.4 GHz,"PAQUET,218,TAILLE,1,A",-32,6.30957344480193e-07,,0.0013538396437358091
89.0513207912445,Wi-Fi 2.4 GHz,"PAQUET,219,TAILLE,10,HELLO WIFI",-42,6.30957344480193e-08,,0.0013538396437358091
90.3594810962677,Wi-Fi 2.4 GHz,"PAQUET,220,TAILLE,1,A",-31,7.943282347242822e-07,,0.0013538396437358091
91.59281301498413,Wi-Fi 2.4 GHz,"PAQUET,222,TAILLE,1,A",-32,6.30957344480193e-07,,0.0013538396437358091
92.81760048866272,Wi-Fi 2.4 GHz,"PAQUET,223,TAILLE,10,HELLO WIFI",-32,6.30957344480193e-07,,0.0013538396437358091
94.06162190437317,Wi-Fi 2.4 GHz,"PAQUET,224,TAILLE,1,A",-32,6.30957344480193e-07,,0.0013538396437358091
95.29418897628784,Wi-Fi 2.4 GHz,"PAQUET,225,TAILLE,10,HELLO WIFI",-34,3.981071705534969e-07,,0.0013538396437358091
96.53077459335327,Wi-Fi 2.4 GHz,"PAQUET,226,TAILLE,1,A",-34,3.981071705534969e-07,,0.0013538396437358091
97.76070141792297,Wi-Fi 2.4 GHz,"PAQUET,228,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
99.00943756103516,Wi-Fi 2.4 GHz,"PAQUET,230,TAILLE,1,A",-36,2.5118864315095823e-07,,0.0013538396437358091
100.26999998092651,Wi-Fi 2.4 GHz,"PAQUET,231,TAILLE,10,HELLO WIFI",-34,3.981071705534969e-07,,0.0013538396437358091
101.53448915481567,Wi-Fi 2.4 GHz,"PAQUET,232,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
102.79075789451599,Wi-Fi 2.4 GHz,"PAQUET,234,TAILLE,1,A",-40,1e-07,,0.0013538396437358091
104.06280541419983,Wi-Fi 2.4 GHz,"PAQUET,236,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
105.61645340919495,Wi-Fi 2.4 GHz,"PAQUET,238,TAILLE,1,A",-36,2.5118864315095823e-07,,0.0013538396437358091
107.6214439868927,Wi-Fi 2.4 GHz,"PAQUET,239,TAILLE,10,HELLO WIFI",-44,3.981071705534969e-08,,0.0013538396437358091
109.3187301158905,Wi-Fi 2.4 GHz,"PAQUET,240,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
110.96190166473389,Wi-Fi 2.4 GHz,"PAQUET,241,TAILLE,10,HELLO WIFI",-48,1.5848931924611143e-08,,0.0013538396437358091
112.34047222137451,Wi-Fi 2.4 GHz,"PAQUET,242,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
113.46412563323975,Wi-Fi 2.4 GHz,"PAQUET,244,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
114.58375930786133,Wi-Fi 2.4 GHz,"PAQUET,245,TAILLE,10,HELLO WIFI",-36,2.5118864315095823e-07,,0.0013538396437358091
115.6916401386261,Wi-Fi 2.4 GHz,"PAQUET,246,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
116.91754508018494,Wi-Fi 2.4 GHz,"PAQUET,247,TAILLE,10,HELLO WIFI",-38,1.584893192461114e-07,,0.0013538396437358091
118.09922099113464,Wi-Fi 2.4 GHz,"PAQUET,248,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
119.2516622543335,Wi-Fi 2.4 GHz,"PAQUET,249,TAILLE,10,HELLO WIFI",-47,1.9952623149688786e-08,,0.0013538396437358091
120.33742761611938,Wi-Fi 2.4 GHz,"PAQUET,250,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
121.41200566291809,Wi-Fi 2.4 GHz,"PAQUET,251,TAILLE,10,HELLO WIFI",-40,1e-07,,0.0013538396437358091
122.51476287841797,Wi-Fi 2.4 GHz,"PAQUET,252,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
123.57464718818665,Wi-Fi 2.4 GHz,"PAQUET,253,TAILLE,10,HELLO WIFI",-36,2.5118864315095823e-07,,0.0013538396437358091
124.65616488456726,Wi-Fi 2.4 GHz,"PAQUET,254,TAILLE,1,A",-34,3.981071705534969e-07,,0.0013538396437358091
125.72427010536194,Wi-Fi 2.4 GHz,"PAQUET,255,TAILLE,10,HELLO WIFI",-34,3.981071705534969e-07,,0.0013538396437358091
126.78453946113586,Wi-Fi 2.4 GHz,"PAQUET,256,TAILLE,1,A",-34,3.981071705534969e-07,,0.0013538396437358091
127.85521197319031,Wi-Fi 2.4 GHz,"PAQUET,257,TAILLE,10,HELLO WIFI",-37,1.9952623149688787e-07,,0.0013538396437358091
128.92830061912537,Wi-Fi 2.4 GHz,"PAQUET,258,TAILLE,1,A",-37,1.9952623149688787e-07,,0.0013538396437358091
129.99777364730835,Wi-Fi 2.4 GHz,"PAQUET,259,TAILLE,10,HELLO WIFI",-35,3.162277660168379e-07,,0.0013538396437358091
131.08387875556946,Wi-Fi 2.4 GHz,"PAQUET,260,TAILLE,1,A",-33,5.011872336272725e-07,,0.0013538396437358091
132.18523788452148,Wi-Fi 2.4 GHz,"PAQUET,261,TAILLE,10,HELLO WIFI",-34,3.981071705534969e-07,,0.0013538396437358091
133.2604513168335,Wi-Fi 2.4 GHz,"PAQUET,262,TAILLE,1,A",-41,7.943282347242822e-08,,0.0013538396437358091
134.34505653381348,Wi-Fi 2.4 GHz,"PAQUET,263,TAILLE,10,HELLO WIFI",-36,2.5118864315095823e-07,,0.0013538396437358091
135.4236216545105,Wi-Fi 2.4 GHz,"PAQUET,264,TAILLE,1,A",-44,3.981071705534969e-08,,0.0013538396437358091
136.51917362213135,Wi-Fi 2.4 GHz,"PAQUET,265,TAILLE,10,HELLO WIFI",-39,1.2589254117941662e-07,,0.0013538396437358091
137.62372589111328,Wi-Fi 2.4 GHz,"PAQUET,266,TAILLE,1,A",-36,2.5118864315095823e-07,,0.0013538396437358091
138.71321320533752,Wi-Fi 2.4 GHz,"PAQUET,267,TAILLE,10,HELLO WIFI",-37,1.9952623149688787e-07,,0.0013538396437358091
