parametre;valeur
debut;2026-08-08T20:24:53.487292
motif_arret;condition d'arrêt atteinte
nombre_mesures;1030
energie_totale_j;1.5081961842722287e-08
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;False
lora_simulation_active;False
lora_reel_actif;False
