timestamp_epoch;elapsed_s;source;technology;band;device;rssi_dbm;adc_code;voltage_v;power_detector_dbm;power_antenna_dbm;power_w;duration_s;energy_j;cumulative_energy_j;packet_length_bytes;pdu_type;channel;alert_level;simulated
1784765929.8302803;9.419411434000722;BLE Sniffer;iBeacon;2,4 GHz BLE;46:77:eb:33:01:43;-66.0;;;;-66.0;2.511886431509582e-10;0.00034399999999999996;8.640889324392961e-14;8.640889324392961e-14;33;0x00;38;ORANGE;False
1784765929.8304296;9.419559006000782;BLE Sniffer;iBeacon;2,4 GHz BLE;46:77:eb:33:01:43;-68.0;;;;-68.0;1.584893192461111e-10;0.00034399999999999996;5.4520325820662207e-14;1.409292190645918e-13;33;0x00;39;ORANGE;False
1784765929.9312332;9.52036409900029;BLE Sniffer;Appareil BLE;2,4 GHz BLE;55:c5:b8:69:24:a0;-80.0;;;;-80.0;1e-11;0.00023999999999999998;2.3999999999999996e-15;2.3999999999999996e-15;20;0x00;37;VERT;False
1784765929.931306;9.52043567200053;BLE Sniffer;Appareil BLE;2,4 GHz BLE;55:c5:b8:69:24:a0;-50.0;;;;-50.0;1e-08;0.000176;1.76e-12;1.7624e-12;12;0x03;38;ROUGE;False
1784765930.0320609;9.621192136999525;BLE Sniffer;Appareil BLE;2,4 GHz BLE;55:c5:98:69:24:a0;-91.0;;;;-91.0;7.943282347242822e-13;0.00023999999999999998;1.9063877633382771e-16;1.9063877633382771e-16;20;0x00;39;VERT;False
1784765930.032146;9.62127537699962;BLE Sniffer;Appareil BLE;2,4 GHz BLE;7e:74:0c:cb:47:5c;-87.0;;;;-87.0;1.9952623149688827e-12;0.00028;5.586734481912871e-16;5.586734481912871e-16;25;0x00;37;VERT;False
1784765930.0321875;9.621316876000492;BLE Sniffer;Appareil BLE;2,4 GHz BLE;48:16:24:31:f4:a9;-50.0;;;;-50.0;1e-08;0.000176;1.76e-12;1.76e-12;12;0x03;38;ROUGE;False
1784765930.1330771;9.722208578999926;BLE Sniffer;iBeacon;2,4 GHz BLE;46:77:eb:33:01:43;-68.0;;;;-68.0;1.584893192461111e-10;0.00034399999999999996;5.4520325820662207e-14;1.9544954488525402e-13;33;0x00;39;ORANGE;False
1784765930.2337945;9.822925284999656;BLE Sniffer;Appareil BLE;2,4 GHz BLE;55:c5:b8:69:24:a0;-82.0;;;;-82.0;6.309573444801943e-12;0.00023999999999999998;1.5142976267524661e-15;1.7639142976267525e-12;20;0x00;37;VERT;False
1784765930.334503;9.923634454999046;BLE Sniffer;Appareil BLE;2,4 GHz BLE;48:16:24:31:f4:a9;-50.0;;;;-50.0;1e-08;0.000176;1.76e-12;3.52e-12;12;0x03;38;ROUGE;False
1784765930.53559;10.124720927000453;BLE Sniffer;Appareil BLE;2,4 GHz BLE;55:c5:b8:69:24:a0;-91.0;;;;-91.0;7.943282347242822e-13;0.00023999999999999998;1.9063877633382771e-16;1.7641049364030864e-12;20;0x00;39;VERT;False
1784765930.6365278;10.225662000000739;BLE Sniffer;Appareil BLE;2,4 GHz BLE;48:16:24:31:f4:a9;-91.0;;;;-91.0;7.943282347242822e-13;0.000272;2.1605727984500476e-16;3.5202160572798448e-12;24;0x00;37;VERT;False
