numero_trame,temps_debut_s,temps_fin_s,duree_us,mac,rssi_dbm,canal,longueur_payload_octets,type_pdu,phy
1,1784084563.612651110,1784084563.613027096,376.000,e0:90:b5:2d:f2:73,-53,37,37,0x00,LE 1M
2,1784084563.662669897,1784084563.663045883,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
3,1784084563.694649935,1784084563.695025921,376.000,e0:90:b5:2d:f2:73,-48,39,37,0x00,LE 1M
4,1784084563.726437092,1784084563.726733208,296.000,c3:38:6c:9a:ff:30,-87,37,27,0x00,LE 1M
5,1784084563.758591890,1784084563.758727789,136.000,inconnue,-59,38,7,0x07,LE 1M
6,1784084563.785031080,1784084563.785166979,136.000,inconnue,-59,39,7,0x07,LE 1M
7,1784084563.806874037,1784084563.807250023,376.000,e0:90:b5:2d:f2:73,-53,37,37,0x00,LE 1M
8,1784084563.828608036,1784084563.828984022,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
9,1784084563.861663103,1784084563.862039089,376.000,e0:90:b5:2d:f2:73,-49,39,37,0x00,LE 1M
10,1784084563.894857883,1784084563.894993782,136.000,inconnue,-56,37,7,0x07,LE 1M
11,1784084563.926681995,1784084563.926985979,304.000,45:ed:1f:7e:01:34,-52,38,28,0x00,LE 1M
12,1784084563.958923101,1784084563.959227085,304.000,45:ed:1f:7e:01:34,-49,39,28,0x00,LE 1M
13,1784084563.986047029,1784084563.986423016,376.000,e0:90:b5:2d:f2:73,-53,37,37,0x00,LE 1M
14,1784084564.013494015,1784084564.013870001,376.000,e0:90:b5:2d:f2:73,-53,38,37,0x00,LE 1M
15,1784084564.061167002,1784084564.061302900,136.000,inconnue,-58,39,7,0x07,LE 1M
16,1784084564.092789888,1784084564.092973948,184.000,01:02:00:a4:1c:96,-90,37,13,0x08,LE 1M
17,1784084564.109467983,1784084564.109843969,376.000,e0:90:b5:2d:f2:73,-54,38,37,0x00,LE 1M
18,1784084564.146706104,1784084564.147082090,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
19,1784084564.163357973,1784084564.163733959,376.000,e0:90:b5:2d:f2:73,-55,37,37,0x00,LE 1M
20,1784084564.179740906,1784084564.180044889,304.000,45:ed:1f:7e:01:34,-55,38,28,0x00,LE 1M
21,1784084564.181444883,1784084564.181820869,376.000,e0:90:b5:2d:f2:73,-52,39,37,0x00,LE 1M
22,1784084564.193337917,1784084564.193713903,376.000,e0:90:b5:2d:f2:73,-55,37,37,0x00,LE 1M
23,1784084564.219877005,1784084564.220252991,376.000,e0:90:b5:2d:f2:73,-57,38,37,0x00,LE 1M
24,1784084564.252340078,1784084564.252716064,376.000,e0:90:b5:2d:f2:73,-53,39,37,0x00,LE 1M
25,1784084564.278779984,1784084564.279083967,304.000,45:ed:1f:7e:01:34,-53,37,28,0x00,LE 1M
26,1784084564.315779924,1784084564.316083908,304.000,45:ed:1f:7e:01:34,-55,38,28,0x00,LE 1M
27,1784084564.342276096,1784084564.342411995,136.000,inconnue,-58,39,7,0x07,LE 1M
28,1784084564.385251045,1784084564.385627031,376.000,e0:90:b5:2d:f2:73,-51,37,37,0x00,LE 1M
29,1784084564.407083988,1784084564.407459974,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
30,1784084564.439719915,1784084564.440023899,304.000,45:ed:1f:7e:01:34,-48,39,28,0x00,LE 1M
31,1784084564.471771955,1784084564.472075939,304.000,45:ed:1f:7e:01:34,-51,37,28,0x00,LE 1M
32,1784084564.472920895,1784084564.473296881,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
33,1784084564.484354973,1784084564.484730959,376.000,e0:90:b5:2d:f2:73,-48,39,37,0x00,LE 1M
34,1784084564.501060963,1784084564.501436949,376.000,e0:90:b5:2d:f2:73,-51,37,37,0x00,LE 1M
35,1784084564.532938957,1784084564.533074856,136.000,inconnue,-51,38,7,0x07,LE 1M
36,1784084564.565270901,1784084564.565542936,272.000,42:57:49:d0:83:51,-92,39,24,0x00,LE 1M
37,1784084564.596906900,1784084564.597203016,296.000,c2:b8:6d:9b:3f:10,-88,37,27,0x00,LE 1M
38,1784084564.623770952,1784084564.624146938,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
39,1784084564.671329975,1784084564.671705961,376.000,e0:90:b5:2d:f2:73,-48,39,37,0x00,LE 1M
40,1784084564.698592901,1784084564.698872805,280.000,6c:8d:f0:9a:d6:f2,-79,37,25,0x00,LE 1M
41,1784084564.730866909,1784084564.731242895,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
42,1784084564.758141041,1784084564.758276939,136.000,inconnue,-56,39,7,0x07,LE 1M
43,1784084564.780910969,1784084564.781214952,304.000,45:ed:1f:7e:01:34,-55,37,28,0x00,LE 1M
44,1784084564.811557055,1784084564.811933041,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
45,1784084564.850234032,1784084564.850610018,376.000,e0:90:b5:2d:f2:73,-49,39,37,0x00,LE 1M
46,1784084564.872400045,1784084564.872679949,280.000,63:01:49:29:80:f1,-86,37,25,0x00,LE 1M
47,1784084564.909671068,1784084564.910047054,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
48,1784084564.947042942,1784084564.947178841,136.000,inconnue,-56,39,7,0x07,LE 1M
49,1784084564.979042053,1784084564.979346037,304.000,45:ed:1f:7e:01:34,-55,37,28,0x00,LE 1M
50,1784084565.015985966,1784084565.016289949,304.000,45:ed:1f:7e:01:34,-51,38,28,0x00,LE 1M
51,1784084565.047930956,1784084565.048306942,376.000,e0:90:b5:2d:f2:73,-53,39,37,0x00,LE 1M
52,1784084565.076142073,1784084565.076518059,376.000,e0:90:b5:2d:f2:73,-54,37,37,0x00,LE 1M
53,1784084565.089746952,1784084565.090122938,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
54,1784084565.110918045,1784084565.111197948,280.000,6c:8d:f0:9a:d6:f2,-84,39,25,0x00,LE 1M
55,1784084565.143213034,1784084565.143589020,376.000,e0:90:b5:2d:f2:73,-53,37,37,0x00,LE 1M
56,1784084565.170058966,1784084565.170194864,136.000,inconnue,-51,38,7,0x07,LE 1M
57,1784084565.176697969,1784084565.176833868,136.000,inconnue,-56,39,7,0x07,LE 1M
58,1784084565.194668055,1784084565.194852114,184.000,00:a4:1c:96:0f:95,-89,37,13,0x00,LE 1M
59,1784084565.222477913,1784084565.222853899,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
60,1784084565.239044905,1784084565.239420891,376.000,e0:90:b5:2d:f2:73,-53,39,37,0x00,LE 1M
61,1784084565.260689974,1784084565.260993958,304.000,45:ed:1f:7e:01:34,-53,37,28,0x00,LE 1M
62,1784084565.287287951,1784084565.287591934,304.000,45:ed:1f:7e:01:34,-51,38,28,0x00,LE 1M
63,1784084565.319124937,1784084565.319428921,304.000,45:ed:1f:7e:01:34,-53,39,28,0x00,LE 1M
64,1784084565.356427908,1784084565.356707811,280.000,63:01:49:29:80:f1,-84,37,25,0x00,LE 1M
65,1784084565.394038916,1784084565.394414902,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
66,1784084565.420753002,1784084565.420888901,136.000,inconnue,-56,39,7,0x07,LE 1M
67,1784084565.448003054,1784084565.448379040,376.000,e0:90:b5:2d:f2:73,-52,37,37,0x00,LE 1M
68,1784084565.474801064,1784084565.475177050,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
69,1784084565.486280918,1784084565.486656904,376.000,e0:90:b5:2d:f2:73,-52,39,37,0x00,LE 1M
70,1784084565.513063908,1784084565.513335943,272.000,42:57:c9:d0:83:51,-77,37,24,0x00,LE 1M
71,1784084565.539868116,1784084565.540140152,272.000,42:57:c9:d0:83:51,-74,38,24,0x00,LE 1M
72,1784084565.566637993,1784084565.566941977,304.000,45:ed:1f:7e:01:34,-51,39,28,0x00,LE 1M
73,1784084565.603601933,1784084565.603905916,304.000,45:ed:1f:7e:01:34,-52,37,28,0x00,LE 1M
74,1784084565.630253077,1784084565.630532980,280.000,6c:89:f0:9a:d6:f2,-78,38,25,0x00,LE 1M
75,1784084565.656908035,1784084565.657187939,280.000,6c:8d:f0:9a:d6:f2,-82,39,25,0x00,LE 1M
76,1784084565.695763111,1784084565.696139097,376.000,e0:90:b5:2d:f2:73,-52,37,37,0x00,LE 1M
77,1784084565.708200932,1784084565.708336830,136.000,inconnue,-50,38,7,0x07,LE 1M
78,1784084565.740757942,1784084565.740893841,136.000,inconnue,-56,39,7,0x07,LE 1M
79,1784084565.773228884,1784084565.773604870,376.000,e0:90:b5:2d:f2:73,-52,37,37,0x00,LE 1M
80,1784084565.817182064,1784084565.817558050,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
81,1784084565.840387106,1784084565.840579033,192.000,f6:8d:7e:ff:52:32,-69,39,14,0x02,LE 1M
82,1784084565.843651056,1784084565.843930960,280.000,inconnue,-85,37,25,0x08,LE 1M
83,1784084565.871540070,1784084565.871916056,376.000,e0:90:b5:2d:f2:73,-50,38,37,0x00,LE 1M
84,1784084565.872843027,1784084565.873219013,376.000,e0:90:b5:2d:f2:73,-50,39,37,0x00,LE 1M
85,1784084565.874383926,1784084565.874759912,376.000,e0:90:b5:2d:f2:73,-51,37,37,0x00,LE 1M
86,1784084565.918227911,1784084565.918531895,304.000,45:ed:1f:7e:01:34,-50,38,28,0x00,LE 1M
87,1784084565.949877977,1784084565.950013876,136.000,inconnue,-57,39,7,0x07,LE 1M
88,1784084565.972800016,1784084565.973176003,376.000,e0:90:b5:2d:f2:73,-52,37,37,0x00,LE 1M
89,1784084566.006921053,1784084566.007297039,376.000,e0:90:b5:2d:f2:73,-50,38,37,0x00,LE 1M
90,1784084566.025171995,1784084566.025307894,136.000,inconnue,-56,39,7,0x07,LE 1M
91,1784084566.047209024,1784084566.047513008,304.000,45:ed:1f:7e:01:34,-52,37,28,0x00,LE 1M
92,1784084566.089596033,1784084566.089972019,376.000,e0:90:b5:2d:f2:73,-50,38,37,0x00,LE 1M
93,1784084566.117185116,1784084566.117561102,376.000,e0:90:b5:2d:f2:73,-50,39,37,0x00,LE 1M
94,1784084566.149178982,1784084566.149570942,392.000,68:df:e3:be:56:99,-85,37,39,0x02,LE 1M
95,1784084566.176460028,1784084566.176836014,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
96,1784084566.203536987,1784084566.203672886,136.000,inconnue,-56,39,7,0x07,LE 1M
97,1784084566.226279974,1784084566.226655960,376.000,e0:90:b5:2d:f2:73,-53,37,37,0x00,LE 1M
98,1784084566.258296013,1784084566.258671999,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
99,1784084566.290105104,1784084566.290409088,304.000,45:ed:1f:7e:01:34,-51,39,28,0x00,LE 1M
100,1784084566.327275991,1784084566.327548027,272.000,42:57:c9:d0:83:51,-76,37,24,0x00,LE 1M
101,1784084566.370106936,1784084566.370482922,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
102,1784084566.396918058,1784084566.397294044,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
103,1784084566.428899050,1784084566.429275036,376.000,e0:90:b5:2d:f2:73,-53,37,37,0x00,LE 1M
104,1784084566.466433048,1784084566.466568947,136.000,inconnue,-50,38,7,0x07,LE 1M
105,1784084566.498142004,1784084566.498277903,136.000,inconnue,-56,39,7,0x07,LE 1M
106,1784084566.530220985,1784084566.530596972,376.000,e0:90:b5:2d:f2:73,-54,37,37,0x00,LE 1M
107,1784084566.557647943,1784084566.557951927,304.000,45:ed:1f:7e:01:34,-51,38,28,0x00,LE 1M
108,1784084566.594830036,1784084566.595206022,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
109,1784084566.626395941,1784084566.626531839,136.000,inconnue,-53,37,7,0x07,LE 1M
110,1784084566.660459042,1784084566.660835028,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
111,1784084566.682132006,1784084566.682507992,376.000,e0:90:b5:2d:f2:73,-49,39,37,0x00,LE 1M
112,1784084566.698720932,1784084566.698992968,272.000,42:57:c9:d0:83:51,-76,37,24,0x00,LE 1M
113,1784084566.714941978,1784084566.715214014,272.000,42:57:c9:d0:83:51,-74,38,24,0x00,LE 1M
114,1784084566.727200985,1784084566.727504969,304.000,45:ed:1f:7e:01:34,-48,39,28,0x00,LE 1M
115,1784084566.759383917,1784084566.759759903,376.000,e0:90:b5:2d:f2:73,-56,37,37,0x00,LE 1M
116,1784084566.780755043,1784084566.780890942,136.000,inconnue,-51,38,7,0x07,LE 1M
117,1784084566.807563066,1784084566.807698965,136.000,inconnue,-58,39,7,0x07,LE 1M
118,1784084566.832784891,1784084566.833160877,376.000,e0:90:b5:2d:f2:73,-58,37,37,0x00,LE 1M
119,1784084566.848354101,1784084566.848730087,376.000,e0:90:b5:2d:f2:73,-53,38,37,0x00,LE 1M
120,1784084566.889060020,1784084566.889436007,376.000,e0:90:b5:2d:f2:73,-48,39,37,0x00,LE 1M
121,1784084566.919234037,1784084566.919610023,376.000,e0:90:b5:2d:f2:73,-56,37,37,0x00,LE 1M
122,1784084566.946275949,1784084566.946579933,304.000,45:ed:1f:7e:01:34,-55,38,28,0x00,LE 1M
123,1784084566.979123116,1784084566.979259014,136.000,inconnue,-59,39,7,0x07,LE 1M
124,1784084567.006872892,1784084567.007248878,376.000,e0:90:b5:2d:f2:73,-54,37,37,0x00,LE 1M
125,1784084567.039658070,1784084567.039930105,272.000,42:57:c9:d0:83:51,-73,38,24,0x00,LE 1M
126,1784084567.060334921,1784084567.060710907,376.000,e0:90:b5:2d:f2:73,-53,39,37,0x00,LE 1M
127,1784084567.061245918,1784084567.061525822,280.000,6c:8d:f0:9a:d6:f2,-81,37,25,0x00,LE 1M
128,1784084567.062119007,1784084567.062254906,136.000,inconnue,-57,38,7,0x07,LE 1M
129,1784084567.063062906,1784084567.063198805,136.000,inconnue,-62,39,7,0x07,LE 1M
130,1784084567.063968897,1784084567.064344883,376.000,e0:90:b5:2d:f2:73,-58,37,37,0x00,LE 1M
131,1784084567.064961910,1784084567.065337896,376.000,e0:90:b5:2d:f2:73,-64,38,37,0x00,LE 1M
132,1784084567.066158056,1784084567.066534042,376.000,e0:90:b5:2d:f2:73,-53,39,37,0x00,LE 1M
133,1784084567.083059072,1784084567.083363056,304.000,45:ed:1f:7e:01:34,-59,37,28,0x00,LE 1M
134,1784084567.084076881,1784084567.084380865,304.000,45:ed:1f:7e:01:34,-65,38,28,0x00,LE 1M
135,1784084567.085134983,1784084567.085510969,376.000,e0:90:b5:2d:f2:73,-52,39,37,0x00,LE 1M
136,1784084567.116915941,1784084567.117291927,376.000,e0:90:b5:2d:f2:73,-68,37,37,0x00,LE 1M
137,1784084567.123919010,1784084567.124054909,136.000,inconnue,-60,38,7,0x07,LE 1M
138,1784084567.124996901,1784084567.125132799,136.000,inconnue,-60,39,7,0x07,LE 1M
139,1784084567.135564089,1784084567.135836124,272.000,42:57:c9:d0:83:51,-76,37,24,0x00,LE 1M
140,1784084567.136686087,1784084567.137062073,376.000,e0:90:b5:2d:f2:73,-53,38,37,0x00,LE 1M
141,1784084567.138371944,1784084567.138747931,376.000,e0:90:b5:2d:f2:73,-48,39,37,0x00,LE 1M
142,1784084567.148798943,1784084567.149174929,376.000,e0:90:b5:2d:f2:73,-53,37,37,0x00,LE 1M
143,1784084567.151309967,1784084567.151685953,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
144,1784084567.153043032,1784084567.153419018,376.000,e0:90:b5:2d:f2:73,-48,39,37,0x00,LE 1M
145,1784084567.163923979,1784084567.164299965,376.000,e0:90:b5:2d:f2:73,-51,37,37,0x00,LE 1M
146,1784084567.164940119,1784084567.165316105,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
147,1784084567.165899992,1784084567.166203976,304.000,45:ed:1f:7e:01:34,-47,39,28,0x00,LE 1M
148,1784084567.175708055,1784084567.175987959,280.000,63:01:49:29:80:f1,-84,37,25,0x00,LE 1M
149,1784084567.177261114,1784084567.177637100,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
150,1784084567.189150095,1784084567.189526081,376.000,e0:90:b5:2d:f2:73,-47,39,37,0x00,LE 1M
151,1784084567.210779905,1784084567.210915804,136.000,inconnue,-52,37,7,0x07,LE 1M
152,1784084567.243513107,1784084567.243889093,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
153,1784084567.277406931,1784084567.277686834,280.000,6c:8d:f0:9a:d6:f2,-84,39,25,0x00,LE 1M
154,1784084567.316303015,1784084567.316606998,304.000,45:ed:1f:7e:01:34,-51,37,28,0x00,LE 1M
155,1784084567.334352970,1784084567.334656954,304.000,45:ed:1f:7e:01:34,-51,38,28,0x00,LE 1M
156,1784084567.372127056,1784084567.372503042,376.000,e0:90:b5:2d:f2:73,-47,39,37,0x00,LE 1M
157,1784084567.404933929,1784084567.405309916,376.000,e0:90:b5:2d:f2:73,-51,37,37,0x00,LE 1M
158,1784084567.428641081,1784084567.429017067,376.000,e0:90:b5:2d:f2:73,-51,38,37,0x00,LE 1M
159,1784084567.451944113,1784084567.452080011,136.000,inconnue,-62,39,7,0x07,LE 1M
160,1784084567.511264086,1784084567.511640072,376.000,e0:90:b5:2d:f2:73,-51,37,37,0x00,LE 1M
161,1784084567.514658928,1784084567.515034914,376.000,e0:90:b5:2d:f2:73,-52,38,37,0x00,LE 1M
162,1784084567.517054081,1784084567.517430067,376.000,e0:90:b5:2d:f2:73,-48,39,37,0x00,LE 1M
163,1784084567.560811043,1784084567.560946941,136.000,inconnue,-53,37,7,0x07,LE 1M
164,1784084567.585616112,1784084567.585920095,304.000,45:ed:1f:7e:01:34,-52,38,28,0x00,LE 1M
165,1784084567.617691994,1784084567.617995977,304.000,45:ed:1f:7e:01:34,-48,39,28,0x00,LE 1M
166,1784084567.639655113,1784084567.640031099,376.000,e0:90:b5:2d:f2:73,-53,37,37,0x00,LE 1M
167,1784084567.677083015,1784084567.677459002,376.000,e0:90:b5:2d:f2:73,-53,38,37,0x00,LE 1M
168,1784084567.703711033,1784084567.703990936,280.000,6c:8d:f0:9a:d6:f2,-85,39,25,0x00,LE 1M
169,1784084567.746422052,1784084567.746557951,136.000,inconnue,-53,37,7,0x07,LE 1M
170,1784084567.767894030,1784084567.768198013,304.000,45:ed:1f:7e:01:34,-55,38,28,0x00,LE 1M
171,1784084567.789690971,1784084567.790066957,376.000,e0:90:b5:2d:f2:73,-49,39,37,0x00,LE 1M
172,1784084567.826941013,1784084567.827316999,376.000,e0:90:b5:2d:f2:73,-55,37,37,0x00,LE 1M
173,1784084567.854473114,1784084567.854849100,376.000,e0:90:b5:2d:f2:73,-58,38,37,0x00,LE 1M
174,1784084567.889250040,1784084567.889385939,136.000,inconnue,-60,39,7,0x07,LE 1M
175,1784084567.911947966,1784084567.912323952,376.000,e0:90:b5:2d:f2:73,-63,37,37,0x00,LE 1M
176,1784084567.947010994,1784084567.947314978,304.000,45:ed:1f:7e:01:34,-62,38,28,0x00,LE 1M
177,1784084567.964354038,1784084567.964545965,192.000,fb:6d:cd:74:f9:a9,-87,39,14,0x02,LE 1M
178,1784084567.996387959,1784084567.996763945,376.000,e0:90:b5:2d:f2:73,-65,37,37,0x00,LE 1M
179,1784084568.028151035,1784084568.028286934,136.000,inconnue,-58,38,7,0x07,LE 1M
180,1784084568.054719925,1784084568.054855824,136.000,inconnue,-62,39,7,0x07,LE 1M
181,1784084568.097364902,1784084568.097740889,376.000,e0:90:b5:2d:f2:73,-68,37,37,0x00,LE 1M
182,1784084568.124030113,1784084568.124406099,376.000,e0:90:b5:2d:f2:73,-66,38,37,0x00,LE 1M
183,1784084568.156955004,1784084568.157330990,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
184,1784084568.184108019,1784084568.184412003,304.000,45:ed:1f:7e:01:34,-69,37,28,0x00,LE 1M
185,1784084568.210771084,1784084568.210906982,136.000,inconnue,-58,38,7,0x07,LE 1M
186,1784084568.232155085,1784084568.232290983,136.000,inconnue,-63,39,7,0x07,LE 1M
187,1784084568.259325027,1784084568.259701014,376.000,e0:90:b5:2d:f2:73,-68,37,37,0x00,LE 1M
188,1784084568.291860104,1784084568.292236090,376.000,e0:90:b5:2d:f2:73,-64,38,37,0x00,LE 1M
189,1784084568.318685055,1784084568.318964958,280.000,6c:8d:f0:9a:d6:f2,-87,39,25,0x00,LE 1M
190,1784084568.355685949,1784084568.355821848,136.000,inconnue,-55,37,7,0x07,LE 1M
191,1784084568.377338886,1784084568.377642870,304.000,45:ed:1f:7e:01:34,-64,38,28,0x00,LE 1M
192,1784084568.399804115,1784084568.400108099,304.000,45:ed:1f:7e:01:34,-51,39,28,0x00,LE 1M
193,1784084568.428888083,1784084568.429264069,376.000,e0:90:b5:2d:f2:73,-67,37,37,0x00,LE 1M
194,1784084568.479285002,1784084568.479660988,376.000,e0:90:b5:2d:f2:73,-65,38,37,0x00,LE 1M
195,1784084568.510220051,1784084568.510596037,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
196,1784084568.521851063,1784084568.522130966,280.000,63:01:49:29:80:f1,-84,37,25,0x00,LE 1M
197,1784084568.553709030,1784084568.553844929,136.000,inconnue,-58,38,7,0x07,LE 1M
198,1784084568.589462042,1784084568.589597940,136.000,inconnue,-62,39,7,0x07,LE 1M
199,1784084568.622030020,1784084568.622406006,376.000,e0:90:b5:2d:f2:73,-66,37,37,0x00,LE 1M
200,1784084568.643693924,1784084568.644069910,376.000,e0:90:b5:2d:f2:73,-64,38,37,0x00,LE 1M
201,1784084568.675677061,1784084568.675981045,304.000,45:ed:1f:7e:01:34,-51,39,28,0x00,LE 1M
202,1784084568.707688093,1784084568.707960129,272.000,42:57:c9:d0:83:51,-77,37,24,0x00,LE 1M
203,1784084568.735088110,1784084568.735464096,376.000,e0:90:b5:2d:f2:73,-65,38,37,0x00,LE 1M
204,1784084568.762013912,1784084568.762389898,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
205,1784084568.793915987,1784084568.794195890,280.000,6c:8d:f0:9a:d6:f2,-80,37,25,0x00,LE 1M
206,1784084568.820777893,1784084568.821153879,376.000,e0:90:b5:2d:f2:73,-66,38,37,0x00,LE 1M
207,1784084568.842556000,1784084568.842859983,304.000,45:ed:1f:7e:01:34,-51,39,28,0x00,LE 1M
208,1784084568.885385036,1784084568.885761023,376.000,e0:90:b5:2d:f2:73,-72,37,37,0x00,LE 1M
209,1784084568.917265892,1784084568.917641878,376.000,e0:90:b5:2d:f2:73,-66,38,37,0x00,LE 1M
210,1784084568.944003105,1784084568.944139004,136.000,inconnue,-61,39,7,0x07,LE 1M
211,1784084568.970598936,1784084568.970974922,376.000,e0:90:b5:2d:f2:73,-72,37,37,0x00,LE 1M
212,1784084569.003242016,1784084569.003546000,304.000,45:ed:1f:7e:01:34,-66,38,28,0x00,LE 1M
213,1784084569.040451050,1784084569.040723085,272.000,42:57:c9:d0:83:51,-90,39,24,0x00,LE 1M
214,1784084569.067569017,1784084569.067945004,376.000,e0:90:b5:2d:f2:73,-74,37,37,0x00,LE 1M
215,1784084569.104428053,1784084569.104563951,136.000,inconnue,-58,38,7,0x07,LE 1M
216,1784084569.121083021,1784084569.121218920,136.000,inconnue,-61,39,7,0x07,LE 1M
217,1784084569.158173084,1784084569.158549070,376.000,e0:90:b5:2d:f2:73,-74,37,37,0x00,LE 1M
218,1784084569.180016041,1784084569.180392027,376.000,e0:90:b5:2d:f2:73,-66,38,37,0x00,LE 1M
219,1784084569.218403101,1784084569.218779087,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
220,1784084569.255680084,1784084569.255959988,280.000,63:01:49:29:80:f1,-84,37,25,0x00,LE 1M
221,1784084569.293221951,1784084569.293525934,304.000,45:ed:1f:7e:01:34,-64,38,28,0x00,LE 1M
222,1784084569.330713034,1784084569.330848932,136.000,inconnue,-61,39,7,0x07,LE 1M
223,1784084569.352571011,1784084569.352946997,376.000,e0:90:b5:2d:f2:73,-72,37,37,0x00,LE 1M
224,1784084569.390400887,1784084569.390776873,376.000,e0:90:b5:2d:f2:73,-67,38,37,0x00,LE 1M
225,1784084569.428831100,1784084569.429103136,272.000,42:57:c9:d0:83:51,-91,39,24,0x00,LE 1M
226,1784084569.475578070,1784084569.475713968,136.000,inconnue,-55,37,7,0x07,LE 1M
227,1784084569.497560024,1784084569.497864008,304.000,45:ed:1f:7e:01:34,-64,38,28,0x00,LE 1M
228,1784084569.529650927,1784084569.530026913,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
229,1784084569.561706066,1784084569.562082052,376.000,e0:90:b5:2d:f2:73,-72,37,37,0x00,LE 1M
230,1784084569.599440098,1784084569.599816084,376.000,e0:90:b5:2d:f2:73,-66,38,37,0x00,LE 1M
231,1784084569.621226072,1784084569.621602058,376.000,e0:90:b5:2d:f2:73,-52,39,37,0x00,LE 1M
232,1784084569.647720098,1784084569.647855997,136.000,inconnue,-55,37,7,0x07,LE 1M
233,1784084569.685743093,1784084569.686119080,376.000,e0:90:b5:2d:f2:73,-66,38,37,0x00,LE 1M
234,1784084569.712574005,1784084569.712877989,304.000,45:ed:1f:7e:01:34,-51,39,28,0x00,LE 1M
235,1784084569.745003939,1784084569.745379925,376.000,e0:90:b5:2d:f2:73,-73,37,37,0x00,LE 1M
236,1784084569.772072077,1784084569.772448063,376.000,e0:90:b5:2d:f2:73,-66,38,37,0x00,LE 1M
237,1784084569.793741941,1784084569.794117928,376.000,e0:90:b5:2d:f2:73,-52,39,37,0x00,LE 1M
238,1784084569.810271025,1784084569.810543060,272.000,42:57:c9:d0:83:51,-76,37,24,0x00,LE 1M
239,1784084569.831985950,1784084569.832257986,272.000,42:56:c9:d0:83:41,-74,38,24,0x00,LE 1M
240,1784084569.864851952,1784084569.865131855,280.000,6c:8d:f0:9a:d6:f2,-86,39,25,0x00,LE 1M
241,1784084569.897429943,1784084569.897805929,376.000,e0:90:b5:2d:f2:73,-73,37,37,0x00,LE 1M
242,1784084569.925903082,1784084569.926207066,304.000,45:ed:1f:7e:01:34,-65,38,28,0x00,LE 1M
243,1784084569.943855047,1784084569.944231033,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
244,1784084569.977125883,1784084569.977501869,376.000,e0:90:b5:2d:f2:73,-74,37,37,0x00,LE 1M
245,1784084570.005631924,1784084570.006007910,376.000,e0:90:b5:2d:f2:73,-66,38,37,0x00,LE 1M
246,1784084570.007258892,1784084570.007394791,136.000,inconnue,-61,39,7,0x07,LE 1M
247,1784084570.055530071,1784084570.055906057,376.000,e0:90:b5:2d:f2:73,-74,37,37,0x00,LE 1M
248,1784084570.098433971,1784084570.098809958,376.000,e0:90:b5:2d:f2:73,-68,38,37,0x00,LE 1M
249,1784084570.125101089,1784084570.125477076,376.000,e0:90:b5:2d:f2:73,-51,39,37,0x00,LE 1M
250,1784084570.141658068,1784084570.141962051,304.000,45:ed:1f:7e:01:34,-70,37,28,0x00,LE 1M
251,1784084570.153281927,1784084570.153585911,304.000,45:ed:1f:7e:01:34,-66,38,28,0x00,LE 1M
252,1784084570.175124884,1784084570.175428867,304.000,45:ed:1f:7e:01:34,-51,39,28,0x00,LE 1M
253,1784084570.202215910,1784084570.202487946,272.000,42:57:c9:d0:83:51,-76,37,24,0x00,LE 1M
254,1784084570.229012012,1784084570.229284048,272.000,42:57:c9:d0:83:d1,-75,38,24,0x00,LE 1M
